,player,pos,team,season,games_played,corsi_for,corsi_ag,corsi_for%,corsi_for%_rel,corsi/60,corsi_rel/60,fen_for,fen_ag,fen_for%,fen_for%_rel,team_onice_sh%,team_onice_sv%,pdo,off_zs%,def_zs%,toi/game,faceoffs_won,faceoffs_lost,faceoff%,hits,blocks,takeaways,giveaways
3311,Marc Pouliot,C,EDM,2009-10,35,374,479,43.8,1.2,-14.6,-6.4,297,368,44.7,1.0,8.4,90.7,99.1,50.2,49.8,12.3,97,124,43.9,31,3,18,14
3312,Patrice Cormier,C,ATL,2010-11,21,162,210,43.5,-6.3,-14.2,-14.1,124,151,45.1,-6.3,3.3,92.1,95.4,48.6,51.4,9.6,39,28,58.2,31,15,6,1
3313,Jakob Silfverberg,RW,ANA,2013-14,52,743,698,51.6,-1.6,3.6,-0.3,583,516,53.0,0.2,8.1,90.6,98.6,53.0,47.0,14.3,1,11,8.3,31,20,17,9
3314,Jason Pominville,RW,MIN,2015-16,75,1346,1006,57.2,9.4,16.7,19.0,1015,746,57.6,9.1,8.4,93.6,102.0,65.8,34.2,16.3,37,45,45.1,31,31,21,22
3315,Teddy Purcell,RW,TOT,2015-16,76,1269,1045,54.8,6.8,0.0,0.0,936,789,54.3,6.7,9.5,88.5,98.0,61.9,38.1,,2,4,33.3,31,15,31,34
3316,David Legwand,C,NSH,2011-12,78,1324,1263,51.2,5.4,2.5,6.7,1008,948,51.5,5.0,10.4,91.3,101.6,49.1,50.9,18.5,512,597,46.2,31,29,46,43
3317,Nicklas Backstrom,C,WSH,2011-12,42,863,674,56.1,10.0,14.1,18.4,662,507,56.6,10.7,11.7,89.7,101.4,61.6,38.4,19.2,353,338,51.1,31,25,28,18
3318,Brad Staubitz,RW,ANA,2012-13,15,60,104,36.6,-11.4,-28.3,-26.6,44,68,39.3,-8.2,6.1,95.9,102.0,52.6,47.4,6.2,0,0,,31,7,0,3
3319,Dainius Zubrus,RW,NJD,2012-13,22,303,264,53.4,-6.9,6.3,-2.4,226,184,55.1,-6.2,6.6,88.3,94.9,47.7,52.3,16.8,11,17,39.3,31,9,6,6
3320,Todd White,C,ATL,2009-10,65,929,875,51.5,2.4,3.3,4.3,703,662,51.5,3.7,8.2,90.6,98.8,51.1,48.9,15.2,401,344,53.8,31,28,52,24
3321,John Mitchell,C,TOR,2010-11,23,252,306,45.2,-6.8,-11.3,-13.6,173,217,44.4,-9.0,3.9,88.0,91.9,54.2,45.8,12.5,83,66,55.7,31,17,8,5
3322,Michal Handzus,C,TOT,2012-13,39,383,496,43.6,-12.4,0.0,0.0,285,355,44.5,-12.7,6.5,92.3,98.8,42.3,57.7,,236,190,55.4,31,30,16,14
3323,Jaromir Jagr,RW,FLA,2015-16,79,1340,1013,56.9,10.3,14.5,17.7,1053,778,57.5,10.3,11.5,91.2,102.7,58.5,41.5,17.1,0,1,0.0,31,16,33,44
3324,Alex Tanguay,LW,CGY,2010-11,79,1549,1318,54.0,3.5,8.9,8.3,1161,970,54.5,3.3,12.1,88.3,100.4,61.8,38.2,19.8,42,65,39.3,31,38,49,57
3325,Kyle Okposo,RW,NYI,2010-11,38,694,517,57.3,10.0,16.9,20.0,515,370,58.2,10.3,10.3,89.8,100.2,55.8,44.2,16.6,36,51,41.4,31,16,26,22
3326,Loui Eriksson,LW,DAL,2008-09,82,1540,1272,54.8,3.5,9.9,8.6,1193,980,54.9,3.2,10.8,88.7,99.5,52.5,47.5,19.8,2,9,18.2,31,51,80,31
3327,Mikael Backlund,C,CGY,2012-13,32,475,411,53.6,6.2,7.9,10.6,352,308,53.3,5.1,9.3,90.0,99.3,48.4,51.6,15.1,194,213,47.7,31,19,28,17
3328,Artem Anisimov,C,CBJ,2013-14,81,1210,1188,50.5,-0.9,1.0,-0.3,897,897,50.0,-1.5,9.2,89.6,98.8,46.3,53.7,16.4,474,485,49.4,31,54,51,18
3329,Shawn Horcoff,C,EDM,2008-09,80,1581,1614,49.5,1.6,-1.2,1.2,1210,1247,49.2,1.6,9.9,90.0,99.9,41.4,58.6,21.4,947,808,54.0,30,45,53,61
3330,Patrik Elias,LW,NJD,2009-10,58,1002,747,57.3,7.8,15.0,15.4,767,567,57.5,6.3,11.4,91.4,102.8,63.1,36.9,17.6,205,252,44.9,30,16,23,45
3331,Kyle Wellwood,C,VAN,2009-10,75,1029,784,56.8,7.0,14.1,14.4,793,603,56.8,7.3,8.8,94.5,103.4,56.0,44.0,13.9,390,335,53.8,30,18,30,30
3332,Stephen Weiss,C,FLA,2008-09,78,1456,1110,56.7,12.2,15.0,21.2,1135,864,56.8,13.2,11.1,92.4,103.6,59.1,40.9,17.8,650,627,50.9,30,52,34,31
3333,Sven Baertschi,LW,VAN,2015-16,69,841,827,50.4,3.0,0.9,3.4,631,639,49.7,3.2,8.4,90.8,99.2,55.6,44.4,13.5,0,1,0.0,30,36,26,22
3334,Robert Nilsson,C,EDM,2009-10,60,873,759,53.5,10.2,7.9,16.1,670,575,53.8,9.9,7.7,89.2,96.9,57.8,42.2,14.5,1,2,33.3,30,34,32,38
3335,Sam Gagner,C,EDM,2009-10,68,1147,936,55.1,12.1,11.4,20.4,867,689,55.7,12.5,9.6,90.2,99.8,59.9,40.1,16.3,336,373,47.4,30,16,14,39
3336,Kyle Turris,C,PHX,2010-11,65,787,612,56.3,6.8,14.3,15.0,567,499,53.2,4.6,9.3,90.7,100.0,69.3,30.7,11.3,270,270,50.0,30,15,14,19
3337,Peter Mueller,C,PHX,2007-08,81,1501,1119,57.3,10.2,16.4,19.4,1156,909,56.0,8.4,9.9,91.6,101.5,65.5,34.5,17.3,105,146,41.8,30,12,21,19
3338,Alexander Semin,LW,WSH,2009-10,73,1758,1177,59.9,8.5,25.3,23.5,1308,897,59.3,9.4,13.4,93.1,106.6,65.9,34.1,18.9,6,10,37.5,30,20,61,58
3339,Pavel Datsyuk,C,DET,2013-14,45,986,637,60.8,12.2,23.0,24.3,767,497,60.7,11.8,10.9,88.5,99.4,60.9,39.1,20.3,446,389,53.4,30,22,59,21
3340,Brandon Sutter,C,PIT,2012-13,48,580,819,41.5,-12.1,-18.2,-22.1,442,597,42.5,-12.6,9.6,91.3,100.9,35.6,64.4,16.4,382,379,50.2,30,32,19,19
3341,Curtis Brown,C,SJS,2007-08,33,250,324,43.6,-11.8,-12.4,-19.4,203,229,47.0,-9.5,9.9,93.2,103.1,43.9,56.1,10.8,106,73,59.2,30,20,7,8
3342,Robert Lang,C,PHX,2009-10,64,1021,666,60.5,10.3,22.5,22.2,776,518,60.0,10.5,8.7,90.5,99.2,72.0,28.0,14.8,372,351,51.5,30,21,9,23
3343,Milan Hejduk,RW,COL,2009-10,56,1011,898,53.0,11.3,6.4,14.0,763,661,53.6,11.7,11.5,91.9,103.4,59.9,40.1,19.0,4,10,28.6,30,21,32,13
3344,Peter Regin,C,OTT,2010-11,55,742,584,56.0,6.9,12.9,14.0,551,455,54.8,6.9,7.1,91.3,98.4,57.3,42.7,13.4,132,184,41.8,30,20,40,15
3345,Valtteri Filppula,C,DET,2010-11,71,1179,989,54.4,-0.1,9.6,4.5,895,767,53.9,-0.5,9.3,90.9,100.2,55.6,44.4,16.7,478,450,51.5,30,25,50,42
3346,Jason Pominville,RW,BUF,2011-12,82,1588,1433,52.6,3.7,5.8,7.0,1166,1108,51.3,2.7,10.7,89.6,100.3,55.9,44.1,19.7,179,196,47.7,30,52,45,38
3347,Thomas Vanek,LW,BUF,2010-11,80,1665,1135,59.5,13.3,22.9,27.0,1260,877,59.0,11.4,11.0,90.2,101.1,72.5,27.5,17.3,8,18,30.8,30,12,43,45
3348,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3349,Scott Gomez,C,MTL,2009-10,78,1621,1493,52.1,3.2,4.9,6.2,1202,1109,52.0,2.3,8.8,91.9,100.8,57.0,43.0,19.9,698,677,50.8,30,34,52,60
3350,Brett Ritchie,RW,DAL,2015-16,8,94,83,53.1,3.2,7.1,7.3,77,54,58.8,5.0,7.5,84.8,92.4,54.7,45.3,11.6,0,0,,30,3,2,3
3351,Jim O'Brien,C,OTT,2012-13,29,266,350,43.2,-11.7,-15.2,-20.1,197,261,43.0,-10.3,4.9,93.3,98.2,34.6,65.4,11.4,100,119,45.7,30,13,9,6
3352,Ryan Kesler,C,VAN,2012-13,17,305,277,52.4,-2.5,5.2,1.4,213,211,50.2,-4.1,12.0,88.7,100.7,49.1,50.9,19.0,174,129,57.4,30,13,9,12
3353,Travis Moen,LW,DAL,2015-16,23,126,166,43.2,-12.1,-12.7,-17.8,94,119,44.1,-11.2,4.9,90.6,95.5,50.0,50.0,8.2,4,1,80.0,30,13,4,4
3354,Brett McLean,C,FLA,2008-09,80,800,995,44.6,-5.1,-11.8,-11.4,596,768,43.7,-5.5,6.8,91.7,98.5,44.7,55.3,12.4,197,259,43.2,30,16,32,7
3355,Kyle Turris,C,OTT,2012-13,48,1088,868,55.6,3.4,14.0,11.6,770,673,53.4,1.3,7.5,94.0,101.5,54.0,46.0,19.6,451,469,49.0,30,20,28,27
3356,Philip Varone,C,BUF,2014-15,28,277,428,39.3,-0.7,-24.1,-3.2,217,314,40.9,-0.8,4.8,90.3,95.1,47.0,53.0,13.4,147,179,45.1,30,22,8,14
3357,Thomas Vanek,LW,TOT,2013-14,78,1661,1356,55.1,8.5,0.0,0.0,1198,1059,53.1,5.9,11.1,91.7,102.8,70.3,29.7,,20,26,43.5,30,17,31,50
3358,Kyle Chipchura,C,ANA,2010-11,40,230,337,40.6,-8.7,-20.1,-19.2,181,256,41.4,-8.3,4.5,93.9,98.4,53.5,46.5,8.0,132,151,46.6,30,10,8,5
3359,Jason Pominville,RW,BUF,2007-08,82,1497,1339,52.8,1.5,5.9,4.6,1167,1025,53.2,0.5,11.8,90.1,101.9,53.0,47.0,19.7,24,42,36.4,30,37,37,45
3360,Ilya Kovalchuk,LW,TOT,2009-10,76,1680,1181,58.7,12.8,0.0,0.0,1252,919,57.7,11.2,12.4,91.5,103.9,65.1,34.9,,7,23,23.3,30,20,34,73
3361,Derek Stepan,C,NYR,2013-14,82,1675,1277,56.7,3.6,16.1,12.6,1270,975,56.6,3.6,8.8,93.3,102.1,55.7,44.3,18.1,683,829,45.2,30,46,50,37
3362,Eric Godard,RW,PIT,2009-10,45,140,164,46.1,-8.1,-7.6,-11.7,111,115,49.1,-6.1,8.6,93.8,102.5,47.1,52.9,4.2,1,0,100.0,30,4,1,2
3363,Paul Szczechura,C,TBL,2008-09,31,322,417,43.6,-8.0,-13.6,-15.0,239,291,45.1,-5.5,7.7,91.0,98.8,36.8,63.2,13.6,94,138,40.5,30,23,12,5
3364,Darren Archibald,RW,VAN,2013-14,16,103,119,46.4,-5.1,-7.7,-9.2,75,76,49.7,-2.4,12.5,90.0,102.5,41.7,58.3,7.8,0,1,0.0,30,9,2,1
3365,Sam Carrick,C,TOR,2014-15,16,86,95,47.5,1.0,-5.2,3.0,64,77,45.4,-0.9,6.5,96.1,102.6,45.9,54.1,6.5,38,53,41.8,30,1,7,1
3366,Valtteri Filppula,C,TBL,2015-16,76,1299,1209,51.8,-1.4,3.9,0.6,982,914,51.8,0.1,7.7,91.9,99.6,52.5,47.5,18.3,632,584,52.0,30,25,30,37
3367,Alexander Semin,RW,CAR,2014-15,57,956,660,59.2,7.2,19.6,15.7,674,498,57.5,6.0,8.1,89.1,97.1,64.7,35.3,15.9,3,6,33.3,30,17,48,34
3368,Milan Hejduk,RW,COL,2008-09,82,1593,1398,53.3,6.8,7.2,10.9,1202,1005,54.5,6.1,9.7,88.6,98.3,57.5,42.5,19.9,72,88,45.0,30,31,63,43
3369,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3370,Mark Parrish,RW,DAL,2008-09,44,423,426,49.8,-1.1,-0.4,-1.3,326,310,51.3,-0.7,9.3,93.3,102.6,66.1,33.9,11.3,1,4,20.0,30,21,9,10
3371,Jaromir Jagr,RW,TOT,2014-15,77,1270,952,57.2,13.1,0.0,0.0,953,743,56.2,12.4,10.1,90.8,100.8,61.1,38.9,,1,0,100.0,30,14,38,46
3372,Ryan Stoa,C,COL,2010-11,25,336,301,52.7,4.7,6.3,8.5,259,232,52.7,4.9,8.6,90.9,99.5,56.9,43.1,13.3,2,3,40.0,30,6,4,3
3373,Tyler Ennis,C,BUF,2015-16,23,406,363,52.8,3.8,6.2,7.2,313,288,52.1,4.6,7.0,91.1,98.2,60.2,39.8,18.1,2,0,100.0,30,8,11,16
3374,Blair Jones,C,CGY,2013-14,14,118,163,42.0,-0.5,-17.0,-9.0,75,105,41.7,-3.9,6.3,91.8,98.1,47.0,53.0,11.4,36,40,47.4,30,5,5,9
3375,Justin Williams,RW,LAK,2012-13,48,978,505,65.9,14.1,34.8,33.0,740,397,65.1,13.1,9.2,92.0,101.3,64.2,35.8,17.0,2,4,33.3,29,12,15,28
3376,Tanner Glass,LW,FLA,2007-08,41,118,185,38.9,-12.3,-22.2,-23.5,85,148,36.5,-14.6,6.2,92.0,98.1,49.0,51.0,4.4,0,2,0.0,29,5,1,0
3377,Tomas Fleischmann,LW,FLA,2012-13,48,815,742,52.3,4.1,4.9,6.7,605,597,50.3,1.3,10.6,89.5,100.1,63.2,36.8,18.7,10,10,50.0,29,10,27,26
3378,Jochen Hecht,C,BUF,2008-09,70,1027,1153,47.1,-5.5,-6.3,-9.2,795,886,47.3,-5.4,7.4,90.6,98.0,42.6,57.4,17.3,235,303,43.7,29,38,30,37
3379,Jujhar Khaira,LW,EDM,2015-16,15,136,156,46.6,2.1,-7.7,-0.2,94,116,44.8,1.0,6.7,91.9,98.5,31.6,68.4,10.4,0,1,0.0,29,6,6,4
3380,Logan Couture,C,SJS,2015-16,52,1042,675,60.7,8.4,24.4,21.7,757,469,61.7,7.1,11.4,89.4,100.8,64.1,35.9,17.4,271,305,47.0,29,38,39,36
3381,Andrew Peters,LW,NJD,2009-10,29,92,118,43.8,-11.5,-10.3,-14.0,79,87,47.6,-7.5,1.6,91.5,93.2,64.0,36.0,5.2,2,2,50.0,29,3,0,5
3382,Jamie McGinn,LW,COL,2014-15,19,238,279,46.0,3.5,-8.8,7.5,185,214,46.4,3.1,6.8,88.9,95.7,53.0,47.0,14.8,1,0,100.0,29,7,9,7
3383,Alexandre Bolduc,C,VAN,2010-11,24,119,187,38.9,-19.1,-22.9,-31.2,96,137,41.2,-16.3,8.1,93.5,101.7,35.7,64.3,7.4,44,53,45.4,29,14,4,2
3384,Brian McGrattan,RW,NSH,2011-12,30,116,132,46.8,-1.0,-6.0,-3.5,88,97,47.6,-1.5,5.5,94.4,99.8,51.8,48.2,5.3,0,0,,29,3,4,1
3385,David Jones,RW,COL,2009-10,23,297,440,40.3,-3.2,-20.8,-15.2,234,323,42.0,-2.3,13.6,89.6,103.2,49.6,50.4,17.9,2,5,28.6,29,9,12,5
3386,Dan Sexton,RW,ANA,2010-11,47,413,509,44.8,-5.0,-10.6,-10.3,339,379,47.2,-3.5,6.4,92.2,98.6,57.0,43.0,11.6,1,3,25.0,29,20,8,12
3387,Antti Miettinen,RW,WPG,2012-13,22,236,291,44.8,-7.4,-11.9,-13.6,171,222,43.5,-8.4,9.9,91.0,100.9,55.3,44.7,12.6,0,4,0.0,29,7,2,2
3388,David Dziurzynski,C,OTT,2012-13,12,118,152,43.7,-2.3,-13.5,-9.2,91,123,42.5,-3.0,4.3,95.6,99.9,48.8,51.2,12.5,3,1,75.0,29,3,4,2
3389,Anton Lander,C,EDM,2013-14,27,260,365,41.6,-5.2,-17.2,-12.5,193,271,41.6,-4.5,5.6,90.4,96.0,41.3,58.7,13.6,71,89,44.4,29,8,6,9
3390,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3391,Kris Versteeg,RW,TOT,2013-14,81,1181,823,58.9,6.2,0.0,0.0,869,641,57.5,3.9,9.2,90.5,99.7,66.5,33.5,,56,63,47.1,29,23,37,20
3392,Nikolaj Ehlers,RW,WPG,2015-16,72,1234,891,58.1,9.3,17.8,19.1,929,652,58.8,10.4,9.5,90.8,100.3,62.5,37.5,16.1,0,2,0.0,29,25,20,37
3393,J.C. Lipon,RW,WPG,2015-16,9,50,46,52.1,-1.0,3.8,-0.9,36,35,50.7,0.0,3.7,96.4,100.1,55.3,44.7,7.0,0,0,,29,2,1,0
3394,Frans Nielsen,C,NYI,2008-09,59,1083,893,54.8,9.1,11.7,17.6,792,681,53.8,7.4,9.7,90.8,100.5,56.1,43.9,16.5,358,400,47.2,29,39,44,34
3395,Patric Hornqvist,RW,NSH,2012-13,24,407,265,60.6,15.5,21.9,27.1,302,203,59.8,14.2,7.4,92.1,99.5,63.5,36.5,16.2,1,1,50.0,29,9,7,6
3396,Ray Whitney,LW,PHX,2010-11,75,1443,957,60.1,13.7,22.9,26.9,1105,745,59.7,14.3,10.7,91.2,101.9,66.7,33.3,17.0,45,55,45.0,29,15,27,32
3397,Peter Mueller,C,FLA,2012-13,43,766,582,56.8,10.0,15.8,19.4,603,442,57.7,12.0,8.1,89.6,97.7,69.3,30.7,16.3,46,58,44.2,29,10,33,11
3398,Tim Connolly,C,TOR,2011-12,70,1082,1177,47.9,-2.3,-4.8,-5.1,781,880,47.0,-2.6,9.6,88.6,98.3,51.1,48.9,17.0,383,403,48.7,29,76,32,41
3399,Justin Williams,RW,LAK,2014-15,81,1376,956,59.0,6.6,19.7,14.7,1015,740,57.8,5.6,9.4,92.2,101.6,58.1,41.9,15.8,3,3,50.0,29,24,25,57
3400,Marcus Kruger,C,CHI,2014-15,81,869,1090,44.4,-12.5,-12.5,-27.8,631,793,44.3,-11.1,4.4,93.2,97.6,19.3,80.7,13.1,357,313,53.3,29,50,30,9
3401,Saku Koivu,C,ANA,2013-14,65,788,1051,42.8,-11.8,-16.1,-22.3,586,770,43.2,-12.3,9.7,90.3,100.0,42.0,58.0,15.0,538,529,50.4,29,30,25,34
3402,Daniel Briere,C,PHI,2007-08,79,1559,1230,55.9,9.8,13.3,17.3,1163,956,54.9,8.3,11.3,91.6,102.9,69.3,30.7,18.8,631,619,50.5,29,17,28,43
3403,Steve Downie,RW,ARI,2015-16,26,186,197,48.6,-7.0,-2.8,-8.3,130,151,46.3,-8.0,9.6,92.5,102.0,39.5,60.5,9.0,2,2,50.0,29,7,4,4
3404,Steve Pinizzotto,C,VAN,2012-13,12,76,119,39.0,-13.9,-21.5,-24.9,58,91,38.9,-12.3,0.0,89.7,89.7,44.4,55.6,10.0,0,0,,29,4,0,1
3405,Luca Caputi,LW,TOT,2009-10,23,362,301,54.6,-0.6,0.0,0.0,265,225,54.1,-0.5,5.8,93.4,99.2,61.0,39.0,,10,13,43.5,29,5,8,2
3406,Marian Gaborik,RW,LAK,2015-16,54,921,575,61.6,6.6,25.7,20.5,719,418,63.2,9.8,7.2,89.6,96.8,61.6,38.4,14.9,1,2,33.3,29,17,13,18
3407,Brad Boyes,C,BUF,2011-12,65,886,704,55.7,5.8,12.8,12.9,650,540,54.6,5.2,7.7,94.5,102.2,62.3,37.7,13.2,126,141,47.2,29,24,18,26
3408,Steve Downie,RW,PHI,2007-08,32,252,259,49.3,-3.1,-1.3,-3.9,197,186,51.4,-0.5,10.6,89.9,100.5,40.0,60.0,9.8,5,10,33.3,29,7,14,9
3409,Ales Hemsky,RW,EDM,2010-11,47,817,770,51.5,7.7,3.3,10.5,597,584,50.6,7.7,11.4,90.4,101.9,62.0,38.0,18.3,1,6,14.3,29,18,17,32
3410,Frans Nielsen,C,NYI,2011-12,82,1315,1285,50.6,2.6,1.3,3.4,958,924,50.9,1.6,10.5,89.6,100.0,49.4,50.6,17.5,523,633,45.2,29,66,58,33
3411,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3412,Loui Eriksson,RW,BOS,2014-15,81,1620,1199,57.5,7.9,16.9,17.7,1207,905,57.1,8.6,8.9,90.7,99.6,57.8,42.2,18.5,4,8,33.3,29,23,45,24
3413,Mike Cammalleri,LW,NJD,2014-15,68,975,1058,48.0,3.9,-4.0,6.8,733,833,46.8,2.4,11.6,92.9,104.5,54.2,45.8,18.3,114,157,42.1,29,19,30,34
3414,Jonathan Toews,C,CHI,2013-14,76,1816,1145,61.3,8.3,25.9,22.9,1363,898,60.3,6.3,11.0,90.4,101.5,68.9,31.1,20.5,884,660,57.3,29,20,51,30
3415,Evgeni Malkin,C,PIT,2011-12,75,2151,1134,65.5,16.0,38.7,39.3,1598,839,65.6,15.5,11.4,89.3,100.7,75.3,24.7,21.0,575,635,47.5,29,41,52,73
3416,Ryan Strome,C,NYI,2013-14,37,618,447,58.0,10.5,18.3,20.9,456,342,57.1,7.5,9.2,92.0,101.2,58.1,41.9,15.2,165,209,44.1,29,8,21,22
3417,Adam Cracknell,RW,STL,2010-11,24,179,196,47.7,-2.5,-4.8,-5.1,125,141,47.0,-3.8,10.9,90.5,101.4,60.2,39.8,8.9,46,72,39.0,29,7,8,1
3418,Ilya Kovalchuk,LW,NJD,2010-11,81,1797,1249,59.0,8.3,18.0,17.4,1356,996,57.7,6.1,8.1,89.4,97.5,67.8,32.2,22.6,9,22,29.0,28,12,43,104
3419,Jordan Eberle,RW,EDM,2015-16,69,1373,1043,56.8,12.5,16.1,22.2,1036,794,56.6,12.4,8.9,89.7,98.6,60.8,39.2,17.9,5,3,62.5,28,23,30,41
3420,Mikhail Grabovski,C,NYI,2015-16,58,806,762,51.4,0.3,3.2,1.8,598,556,51.8,0.4,8.7,92.2,100.9,53.4,46.6,14.1,221,242,47.7,28,26,28,34
3421,Beau Bennett,RW,PIT,2012-13,26,305,267,53.3,2.2,7.1,5.9,227,199,53.3,1.2,15.3,95.0,110.3,64.9,35.1,12.3,1,3,25.0,28,9,10,7
3422,Daniel Alfredsson,RW,OTT,2012-13,47,1062,747,58.7,7.6,20.8,19.6,758,573,56.9,6.2,7.9,92.8,100.7,60.1,39.9,19.3,16,22,42.1,28,30,37,36
3423,Erik Condra,RW,OTT,2013-14,76,784,921,46.0,-9.7,-9.3,-15.6,581,730,44.3,-9.9,5.9,91.6,97.5,37.9,62.1,11.6,1,14,6.7,28,44,37,30
3424,Ladislav Nagy,LW,LAK,2007-08,38,577,397,59.2,13.7,20.6,26.2,425,308,58.0,11.9,10.3,90.2,100.5,63.4,36.6,13.8,44,39,53.0,28,11,7,13
3425,Jim O'Brien,C,OTT,2011-12,28,278,317,46.7,-10.0,-7.1,-16.7,208,247,45.7,-8.0,8.8,93.2,102.0,42.0,58.0,11.8,121,135,47.3,28,9,14,6
3426,Mark Bell,LW,TOR,2007-08,35,297,291,50.5,-2.0,1.1,-1.6,231,213,52.0,0.5,10.7,89.2,99.9,54.2,45.8,9.7,74,105,41.3,28,9,13,10
3427,Rick Rypien,C,VAN,2007-08,22,92,165,35.8,-17.7,-24.5,-28.2,74,121,37.9,-16.2,5.7,90.8,96.5,36.1,63.9,8.1,44,62,41.5,28,10,6,3
3428,Jiri Hudler,C,TOT,2015-16,72,1158,875,57.0,8.9,0.0,0.0,822,652,55.8,6.7,11.4,88.6,100.1,66.7,33.3,,11,15,42.3,28,7,23,25
3429,Patrice Bergeron,C,BOS,2012-13,42,927,620,59.9,6.5,22.8,19.0,706,460,60.5,7.1,8.9,94.8,103.7,41.8,58.2,19.3,549,335,62.1,28,25,23,28
3430,John Pohl,C,TOR,2007-08,33,203,193,51.3,-0.2,2.6,0.8,155,154,50.2,-1.7,5.6,91.3,96.9,63.2,36.8,7.1,41,53,43.6,28,3,6,4
3431,Sergei Fedorov*,C,WSH,2008-09,52,1029,609,62.8,10.6,29.3,26.8,763,458,62.5,10.3,10.3,89.0,99.2,58.1,41.9,16.5,368,287,56.2,28,25,31,47
3432,Tyler Ennis,C,BUF,2012-13,47,821,692,54.3,11.4,9.2,16.5,609,538,53.1,10.7,9.1,91.3,100.3,61.8,38.2,17.9,158,219,41.9,28,25,16,20
3433,Mike Sillinger,C,NYI,2007-08,52,847,899,48.5,-4.4,-3.2,-6.5,652,660,49.7,-2.6,7.1,89.7,96.9,34.1,65.9,18.6,578,448,56.3,28,25,30,32
3434,Steve Reinprecht,C,PHX,2007-08,81,1320,1038,56.0,8.6,13.3,16.1,993,803,55.3,7.7,9.8,92.3,102.1,55.5,44.5,15.7,516,504,50.6,28,42,41,26
3435,Aaron Palushaj,RW,MTL,2011-12,38,304,238,56.1,6.1,13.8,13.8,198,170,53.8,3.9,6.0,93.9,99.9,48.5,51.5,7.6,0,4,0.0,28,11,9,5
3436,Mikhail Grigorenko,C,BUF,2014-15,25,309,397,43.8,4.3,-13.9,7.4,233,285,45.0,4.1,6.0,90.5,96.6,44.6,55.4,15.2,153,173,46.9,28,15,2,7
3437,Nick Bonino,C,ANA,2013-14,77,1291,1147,53.0,2.9,6.9,6.8,1002,840,54.4,3.9,10.6,91.7,102.3,51.0,49.0,16.2,583,611,48.8,28,68,37,35
3438,Mark Olver,C,COL,2012-13,32,272,276,49.6,3.5,-0.8,3.7,196,199,49.6,1.2,4.7,91.8,96.5,59.6,40.4,9.0,59,83,41.5,28,17,9,10
3439,David Legwand,C,BUF,2015-16,79,465,840,35.6,-16.3,-29.4,-31.4,362,635,36.3,-15.9,7.6,90.2,97.9,31.6,68.4,9.7,196,231,45.9,28,18,19,12
3440,Fredrik Modin,LW,TOT,2009-10,44,515,578,47.1,-5.7,0.0,0.0,387,436,47.0,-6.4,5.9,91.2,97.1,44.9,55.1,,18,10,64.3,28,29,17,17
3441,Alex Steen,C,STL,2012-13,40,773,611,55.9,4.5,12.8,11.4,591,445,57.0,4.4,9.8,91.3,101.1,57.4,42.6,19.0,94,110,46.1,28,22,13,13
3442,Michal Repik,RW,FLA,2009-10,19,136,149,47.7,-0.9,-4.8,-3.4,101,106,48.8,-0.1,6.3,94.1,100.4,51.9,48.1,8.6,1,0,100.0,28,5,10,2
3443,Roman Horak,C,CGY,2011-12,61,466,537,46.5,-0.1,-6.8,-3.1,345,399,46.4,0.2,8.3,94.1,102.4,51.5,48.5,10.2,183,258,41.5,28,20,14,11
3444,Ondrej Palat,LW,TBL,2012-13,14,128,146,46.7,-2.7,-6.6,-5.9,92,112,45.1,-6.0,11.6,95.2,106.8,43.6,56.4,11.7,0,6,0.0,28,1,4,1
3445,Sam Gagner,C,EDM,2008-09,76,1227,1017,54.7,9.1,9.9,14.6,904,804,52.9,7.2,10.4,91.9,102.3,64.8,35.2,16.8,290,399,42.1,28,13,29,58
3446,Bobby Butler,LW,OTT,2010-11,36,574,480,54.5,7.7,10.2,13.6,430,367,54.0,6.7,10.0,87.3,97.3,59.7,40.3,15.4,0,2,0.0,28,15,9,13
3447,Kevin Westgarth,RW,CAR,2012-13,31,145,147,49.7,-2.0,-0.7,-2.9,107,116,48.0,-3.1,6.9,94.9,101.8,58.9,41.1,5.7,0,3,0.0,28,1,4,7
3448,Jason Spezza,C,OTT,2011-12,80,1925,1335,59.0,9.5,22.2,22.7,1398,1058,56.9,8.7,11.9,90.9,102.8,64.0,36.0,19.9,909,791,53.5,28,23,64,84
3449,Vladimir Tarasenko,RW,STL,2012-13,38,555,331,62.6,11.9,26.4,25.7,426,250,63.0,11.6,9.6,91.8,101.3,72.6,27.4,13.4,1,0,100.0,28,7,14,6
3450,Jeff Halpern,C,TBL,2008-09,52,630,892,41.4,-9.3,-17.8,-18.6,475,679,41.2,-9.8,9.6,87.8,97.3,30.7,69.3,17.0,434,388,52.8,28,39,18,15
3451,Mike Santorelli,C,ANA,2015-16,70,645,578,52.7,-0.4,5.7,2.1,488,433,53.0,-1.1,6.6,92.6,99.2,61.4,38.6,10.1,75,83,47.5,28,20,5,15
3452,,,,,,,,,,,,,,,,,,,,,,,,,,,,
